,业绩比较基准,基准对应的基金数目
358,中国战略新兴产业成份指数收益率*65%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数收益率*5%,2
362,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*25%+恒生指数收益率*5%,2
255,中债综合指数收益率*80%+恒生指数收益率*10%+沪深300指数收益率*10%,2
452,中证700指数收益率*60%+恒生指数收益率*20%+中证综合债券指数收益率*20%,2
429,中证500指数收益率*75%+中债综合全价(总值)指数收益率*25%,2
433,中证500指数收益率*75%+同期银行活期存款利率(税后)*25%,2
434,中证500指数收益率*75%+银行活期存款利率(税后)*25%,2
437,中证500指数收益率*80%+中证综合债券指数收益率*20%,2
440,中证500指数收益率*80%+银行人民币活期存款利率(税后)*20%,2
443,中证500指数收益率*95%+中债综合指数收益率*5%,2
445,中证500指数收益率*95%+银行活期存款利率*5%,2
451,中证700指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,2
456,中证700指数收益率*75%+中国债券总指数收益率*25%,2
425,中证500指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,2
465,中证800成长指数收益率*55%+中证综合债券指数收益率*25%+恒生指数收益率(使用估值汇率折算)*20%,2
467,中证800成长指数收益率*65%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*15%,2
470,中证800成长指数收益率*80%+中证综合债指数收益率*20%,2
473,中证800指数*60%+中债新综合指数*40%,2
475,中证800指数*80%+中国债券总指数*20%,2
479,中证800指数收益率*40%+中证港股通综合指数(人民币)收益率*40%+中债综合指数收益率*20%,2
480,中证800指数收益率*40%+恒生指数收益率*30%+中证综合债指数收益率*30%,2
481,中证800指数收益率*45%+中债总指数收益率*30%+中国战略新兴产业成份指数收益率*15%+中证港股通综合指数(人民币)收益率*10%,2
426,中证500指数收益率*70%+中国债券总指数收益率*30%,2
424,中证500指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,2
365,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,2
396,中证500指数收益率*50%+中证综合债指数收益率*50%,2
367,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*30%,2
376,中国战略新兴产业成份指数收益率*80%+中债总指数收益率*20%,2
378,中国战略新兴产业成份指数收益率*80%+中证综合债指数收益率*20%,2
379,中国战略新兴产业成份指数收益率*85%+上证国债指数收益率*15%,2
385,中证500成长指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,2
391,中证500指数收益率*45%+创业板指数收益率*40%+中债综合全价指数收益率*10%+商业银行活期存款利率*5%,2
393,中证500指数收益率*50%+中债综合债券指数收益率*40%+恒生指数收益率*10%,2
394,中证500指数收益率*50%+中证全债指数收益率*30%+恒生指数收益率*20%,2
405,中证500指数收益率*60%+中证全债指数收益率*40%,2
423,中证500指数收益率*70%+中债综合全价指数收益率*25%+恒生指数收益率*5%,2
406,中证500指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数收益率*20%,2
410,中证500指数收益率*60%+恒生指数收益率(按估值汇率折算)*20%+中债-综合指数(全价)收益率*20%,2
411,中证500指数收益率*65%+上证国债指数收益率*20%+中证港股通综合指数收益率*15%,2
413,中证500指数收益率*65%+中债综合指数收益率*20%+中证港股通综合指数收益率*15%,2
415,中证500指数收益率*65%+中债综合指数收益率*25%+恒生指数收益率*10%,2
419,中证500指数收益率*70%+中债新综合全价(总值)指数收益率*20%+恒生指数收益率*10%,2
420,中证500指数收益率*70%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*10%,2
422,中证500指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,2
257,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率估值调整)*5%,2
248,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*10%,2
487,中证800指数收益率*50%+中债综合全价指数收益率*45%+同期银行活期存款利率(税后)*5%,2
124,中债-综合指数(全价)收益率*85%+沪深300指数收益率*15%,2
90,上证国债指数收益率*50%沪深300指数收益率*45%+中证港股通综合指数(人民币)收益率*5%,2
93,上证国债指数收益率*75%+沪深300指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,2
94,上证国债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率*5%,2
95,上证国债指数收益率*75%+沪深300指数收益率*25%,2
115,中债-总全价(总值)指数收益率*70%+沪深300指数收益率*30%,2
116,中债-综合全价(总值)指数收益率*50%+沪深300指数收益率*45%+恒生中国企业指数收益率(使用估值汇率调整)*5%,2
118,中债-综合全价(总值)指数收益率*70%+中证800指数收益率*25%+恒生指数收益率(经汇率调整)*5%,2
119,中债-综合全价(总值)指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率调整)*5%+金融机构人民币活期存款利率(税后)*5%,2
126,中债-综合财富(总值)指数*70%+沪深300指数*20%+银行活期存款利率(税后)*10%,2
61,三年期定期存款利率(税后)+2.5%,2
127,中债信用债总指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,2
128,中债国债总全价指数收益率*85%+沪深300指数收益率*15%,2
130,中债国债总指数收益率(全价)*50%+沪深300指数收益率*30%+恒生指数收益率*20%,2
132,中债国债总指数收益率(全价)*85%+沪深300指数收益率*15%,2
134,中债总全价(总值)指数收益率*80%+中证800指数收益率*20%,2
135,中债总全价指数收益率*50%+中证800指数收益率*50%,2
136,中债总全价指数收益率*50%+沪深300指数收益率*50%,2
142,中债总指数(全价)收益率*70%+沪深300指数收益率*30%,2
87,上证国债指数收益率*50%+恒生指数收益率*40%+沪深300指数收益率*10%,2
59,三年期定期存款利率(税后)+1%,2
144,中债总指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,2
32,MSCI中国A股指数收益率*70%+银行活期存款利率(税后)*30%,2
5,(每个封闭期首日的中债企业债AA+两年到期收益率+1%)*50%+沪深300指数收益率*40%+恒生指数收益率(经汇率调整)*10%,2
17,MSCI中国A股国际指数收益率*95%+银行活期存款利率(税后)*5%,2
18,MSCI中国A股国际通指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数收益率*10%,2
19,MSCI中国A股国际通指数收益率*80%+中债综合指数收益率*20%,2
21,MSCI中国A股指数*50%+上证国债指数*50%,2
22,MSCI中国A股指数*65%+中证综合债券指数*35%,2
29,MSCI中国A股指数收益率*50%+中债新综合指数收益率(全价)*50%,2
31,MSCI中国A股指数收益率*70%+中证港股通综合指数收益率*15%+中债总指数收益率*15%,2
33,MSCI中国A股指数收益率*80%+银行活期存款利率(税后)*20%,2
55,一年期银行定期存款收益率(税后)+3%,2
34,nan,2
35,一年定期存款利率(税后)+2%,2
39,一年期人民币定期存款利率(税后)+3%,2
40,一年期人民币定期存款基准利率(税后)*60%+中证800指数收益率*40%,2
44,一年期定期存款利率(税后)*2,2
45,一年期银行定期存款利率(税后),2
47,一年期银行定期存款利率(税后)*60%+沪深300指数收益率*40%,2
49,一年期银行定期存款利率(税后)+1.5%,2
143,中债总指数(全价)收益率*80%+沪深300指数收益率*10%+恒生指数收益率*10%,2
145,中债总指数(全价)收益率*80%+沪深300指数收益率*20%,2
238,中债综合指数收益率*50.59%+沪深300指数收益率*49.41%,2
217,中债综合全价指数收益率*50%+沪深300指数收益率*50%,2
205,中债综合全价(总值)指数收益率*60%+沪深300指数收益率*30%+中证香港100指数收益率*10%,2
206,中债综合全价(总值)指数收益率*60%+沪深300指数收益率*30%+恒生指数收益率*10%,2
208,中债综合全价(总值)指数收益率*70%+沪深300指数收益率*30%,2
212,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,2
213,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*20%,2
214,中债综合全价指数收益*75+沪深300指数收益率*12%+一年期人民币定期存款基准利率(税后)*10%+恒生指数收益率*3%,2
215,中债综合全价指数收益率*40%+中证健康产业指数收益率*20%+中证内地消费主题指数收益率*20%+中证中游制造产业指数收益率*20%,2
216,中债综合全价指数收益率*50%+中证800指数收益率*45%+恒生指数收益率(经汇率调整)*5%,2
220,中债综合全价指数收益率*65%+中证800指数收益率*30%+同期银行活期存款利率(税后)*5%,2
201,中债综合(全价)指数收益率*80%+沪深300指数收益率*10%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,2
221,中债综合全价指数收益率*70%+中证800指数收益率*25%+同期银行活期存款利率(税后)*5%,2
224,中债综合全价指数收益率*75%+沪深300指数收益率*25%,2
226,中债综合全价指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,2
229,中债综合全价指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,2
230,中债综合全价指数收益率*85%+沪深300指数收益率*15%,2
231,中债综合指数(全价)收益率*60%+沪深300指数收益率*40%,2
233,中债综合指数(全价)收益率*80%+沪深300指数收益率*20%,2
236,中债综合指数(财富)收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,2
203,中债综合(全价)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率折算)*5%,2
198,中债综合(全价)指数收益率*70%+沪深300指数收益率*30%,2
146,中债总指数(全价)收益率*85%+中证800指数收益率*10%+恒生指数收益率(经汇率调整)*5%,2
170,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*12%+金融机构人民币活期存款利率(税后)*5%+恒生指数收益率*3%,2
148,中债总指数(财富)收益率*75%+沪深300指数收益率*25%,2
149,中债总指数收益率*55%+中证红利指数收益率*45%,2
150,中债总指数收益率*55%+沪深300指数收益率*45%,2
153,中债总指数收益率*80%+中证800指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,2
157,中债总财富(总值)指数收益率*70%+沪深300指数收益率*30%,2
160,中债总财富总指数+2%,2
165,中债总财富指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(人民币计价),2
169,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,2
171,中债新综合全价指数收益率*55%+中证800指数收益率*35%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,2
197,中债综合(全价)指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率(使用估值汇率折算)*5%,2
172,中债新综合全价指数收益率*65%+中证800指数收益率*25%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,2
173,中债新综合指(财富)收益率*90%+沪深300指数收益率*10%,2
176,中债新综合指数(财富)收益率*60%+沪深300指数收益率*40%,2
179,中债新综合指数(财富)收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,2
182,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,2
187,中债新综合指数收益率*85%+沪深300指数收益率*15%,2
188,中债新综合财富(总值)指数收益率*65%+沪深300指数收益率*30%+金融机构人民币活期存款利率(税后)*5%,2
195,中债综合(全价)指数收益率*60%+沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*5%,2
484,中证800指数收益率*50%+中债总指数(全价)收益率*50%,2
368,中国战略新兴产业成份指数收益率*70%+中债综合指数收益率*20%+经汇率调整的恒生指数收益率*10%,2
611,中证800指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,2
518,中证800指数收益率*55%+中债综合指数收益率*30%+中国战略新兴产业成份指数收益率*10%+恒生指数收益率(使用估值汇率折算)*5%,2
606,中证800指数收益率*75%+中债综合全价指数收益率*20%+商业银行活期存款利率*5%,2
493,中证800指数收益率*50%+中债综合财富(总值)指数收益率*35%+中证港股通综合指数收益率*15%,2
535,中证800指数收益率*60%+中债综合指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,2
534,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,2
563,中证800指数收益率*65%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,2
494,中证800指数收益率*50%+中债综合财富(总值)指数收益率*40%+恒生综合指数收益率*10%,2
532,中证800指数收益率*60%+中债综合全价指数收益率*40%,2
495,中证800指数收益率*50%+中债综合财富(总值)指数收益率*50%,2
629,中证800指数收益率*80%+中债综合全价指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,2
628,中证800指数收益率*80%+中债新综合指数收益率*20%,2
618,中证800指数收益率*75%+中证综合债券指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,2
565,中证800指数收益率*65%+中债综合指数收益率*20%+中证港股通综合指数(人民币)收益率*15%,2
554,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+银行活期存款利率(税后)*20%,2
566,中证800指数收益率*65%+中债综合财富指数收益率*20%+恒生指数收益率*15%,2
513,中证800指数收益率*55%+上证国债指数收益率*40%+恒生指数收益率*5%,2
623,中证800指数收益率*80%+1年期定期存款利率(税后)*20%,2
602,中证800指数收益率*70+银行活期存款利率(税后)*20%+恒生指数收益率*10%,2
597,中证800指数收益率*70%+中证综合债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,2
573,中证800指数收益率*65%+中证综合债指数收益率*35%,2
508,中证800指数收益率*50%+中证综合债指数收益率*50%,2
594,中证800指数收益率*70%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*15%,2
621,中证800指数收益率*75%+恒生指数收益率(使用估值汇率折算)*15%+上证国债指数收益率*10%,2
579,中证800指数收益率*70%+中债新综合(财富)指数收益率*30%,2
506,中证800指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率*20%(经汇率估值调整),2
491,中证800指数收益率*50%+中债综合指数收益率*30%+经汇率调整的恒生指数收益率*20%,2
515,中证800指数收益率*55%+中债信用债总财富指数收益率*45%,2
553,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,2
635,中证800指数收益率*80%+中证综合债券指数收益率*10%+恒生指数收益率*10%,2
548,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债券指数收益率*20%,2
551,中证800指数收益率*60%+中证综合债指数收益率*40%,2
612,中证800指数收益率*75%+中债综合财富(总值)指数收益率*25%,2
608,中证800指数收益率*75%+中债综合全价指数收益率*25%,2
490,中证800指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,2
552,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+上证国债指数收益率*20%,2
540,中证800指数收益率*60%+中国债券总指数收益率*40%,2
539,中证800指数收益率*60%+中债综合财富指数收益率*30%+中证港股通综合指数收益率(使用估值汇率折算)*10%,2
588,中证800指数收益率*70%+中债综合财富指数收益率*25%+中证港股通综合指数收益率(使用估值汇率折算)*5%,2
166,中债新综合(财富)指数收益率*60%+中证800指数收益率*40%,1
147,中债总指数(全价)收益率*90%+沪深300指数收益率*10%,1
192,中债新综合财富(总值)指数收益率*85%+沪深300指数收益率*15%,1
193,中债新综合财富指数收益率*50%+沪深300指数收益率*45%+活期存款利率*5%,1
194,中债新综合财富指数收益率*55%+沪深300指数收益率*40%+活期存款利率*5%,1
704,中证全债指数收益率*50%+沪深300指数收益率*50%,1
1292,沪深300指数收益率*60%+中债综合指数收益率(全价)*40%,1
196,中债综合(全价)指数收益率*70%+中证800指数收益率*20%+恒生指数(人民币计价)收益率*5%+银行活期存款利率(税后)*5%,1
705,中证全债指数收益率*55%+中证800指数收益率*30%+恒生指数收益率(使用估值汇率折算)*5%+上海黄金交易所Au99.99现货实盘合约收益率*5%+商业银行活期存款利率(税后)*5%,1
1336,沪深300指数收益率*60%+恒生指数收益率(使用汇率估值折算)*20%+中债综合全价指数收益率*20%,1
199,中债综合(全价)指数收益率*75%+中证800指数收益率*20%+一年期定期存款利率*5%,1
200,中债综合(全价)指数收益率*80%+中证偏股型基金指数收益率*20%,1
1286,沪深300指数收益率*60%+中债新综合财富(总值)指数收益率*40%,1
1285,沪深300指数收益率*60%+中债新综合财富(总值)指数收益率*35%+金融机构人民币活期存款利率(税后)*5%,1
687,中证偏股型基金指数收益率*70%+中债综合(全价)指数收益率*30%,1
707,中证全债指数收益率*60%+中国战略新兴产业成份指数收益率*40%,1
1283,沪深300指数收益率*60%+中债总指数收益率*30%+恒生中国企业指数收益率*10%,1
190,中债新综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,1
1339,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+银行活期存款利率(税后)*20%,1
709,中证全债指数收益率*65%+沪深300指数收益率*30%+同业存款利率*5%,1
609,中证800指数收益率*75%+中债综合指数收益率*20%+恒生指数收益率(经汇率调整)*5%,1
593,中证800指数收益率*70%+中证全债指数收益率*30%,1
207,中债综合全价(总值)指数收益率*60%+沪深300指数收益率*40%,1
685,中证偏股型基金指数收益率*50%+中债综合(全价)指数收益率*50%,1
610,中证800指数收益率*75%+中债综合指数收益率*25%,1
592,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,1
1277,沪深300指数收益率*60%+中债-综合全价(总值)指数收益率*30%+恒生中国企业指数收益率(使用估值汇率调整)*10%,1
209,中债综合全价(总值)指数收益率*75%+中证800指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,1
1275,沪深300指数收益率*60%+中债-新综合指数(财富)收益率*40%,1
210,中债综合全价(总值)指数收益率*75%+沪深300指数收益率*20%+中证香港100指数收益率*5%,1
1273,沪深300指数收益率*60%+上证国债指数收益率*40,1
590,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10,1
191,中债新综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,1
600,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数收益率*10%,1
167,中债新综合(财富)指数收益率*66%+沪深300指数收益率*29%+同期银行活期存款利率*5%,1
174,中债新综合指数(全价)收益率*85%+沪深300指数收益率*15%,1
1317,沪深300指数收益率*60%+中证港股通综合指数收益率(使用估值汇率折算)*20%+中证综合债券指数*20%,1
168,中债新综合(财富)指数收益率*80%+中证800指数收益率*20%,1
693,中证全债指数*55%+上证A股指数*40%+金融同业存款利率*5%,1
694,中证全债指数*80%+沪深300指数*20%,1
695,中证全债指数收益率*40%+中证800指数收益率*30%+恒生指数收益率(使用估值汇率调整)*30%,1
605,中证800指数收益率*75%+中债综合全价(总值)指数收益率*25%,1
1319,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债券指数收益率*20%,1
697,中证全债指数收益率*50%+中证800指数收益率*45%+1年期定期存款收益率(税后)*5%,1
604,中证800指数收益率*75%+上证国债指数收益率*25%,1
154,中债总指数收益率*80%+沪深300指数收益率*15%+一年期定期存款基准利率(税后)*5%,1
163,中债总财富指数收益率*80%+中证800股票指数收益率*20%,1
162,中债总财富指数收益率*70%+中证500指数收益率*30%,1
714,中证全债指数收益率*70%+沪深300指数收益率*25%+金融机构人民币活期存款基准利率(税后)*5%,1
690,中证健康产业指数收益率*45%+中债综合财富指数收益率*45%+中证港股通综合指数收益率(使用估值汇率折算)*10%,1
152,中债总指数收益率*75%+沪深300指数收益率*25%,1
1335,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中证综合债指数收益率*20%,1
699,中证全债指数收益率*50%+中证全指指数收益率*45%+恒生指数收益率(使用估值汇率调整)*5%,1
178,中债新综合指数(财富)收益率*75+沪深300指数收益率*25%,1
700,中证全债指数收益率*50%+沪深300指数收益率*25%+恒生指数收益率*25%,1
689,中证健康产业指数*80%+中证全债指数收益率*20%,1
161,中债总财富指数收益率*54.99%+中证800指数收益率*45.01%,1
1333,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+上证国债指数收益率*20%,1
1323,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率估值调整)*10%,1
156,中债总财富(总值)指数收益率*70%+中证500指数收益率*30%,1
603,中证800指数收益率*75%+上证国债指数收益率*15%+中证港股通指数收益率*10%,1
1303,沪深300指数收益率*60%+中国债券总指数收益率*20%+恒生指数收益率*15+银行活期存款利率(税后)*5%,1
691,中证健康产业指数收益率*80%+中证综合债指数收益率*20%,1
159,中债总财富(总值)指数涨跌幅*85%+上证A股指数涨跌幅*15%,1
183,中债新综合指数收益率(全价)*55%+MSCI中国A股指数收益率*45%,1
185,中债新综合指数收益率*65%+中证800指数收益率*35%,1
1334,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中债综合指数收益率*20%,1
817,中证品牌消费100策略指数收益率*40%+沪深300指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1
1269,沪深300指数收益率*60%+上证国债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,1
263,中债综合指数收益率*80.15%+沪深300指数收益率*19.85%,1
740,中证全指医药卫生指数收益率*65%+中证全债指数收益率*35%,1
557,中证800指数收益率*60%+恒生指数收益率*20%+中证全债指数收益率*20%,1
738,中证全指主要消费指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证香港100指数收益率*10%,1
737,中证全指主要消费指数收益率*50%+中债综合全价(总值)指数收益率*50%,1
1209,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*40%+中证港股通综合指数收益率*10%,1
278,中债综合财富(总值)指数收益率*60%+沪深300全收益指数收益率*30%+恒生指数收益率*10%,1
736,中证全指一级行业能源指数收益率*40%+中证全指一级行业材料指数收益率*40%+中债综合指数收益率*20%,1
558,中证800指数收益率*62.05%+中债总财富指数收益率*37.95%,1
559,中证800指数收益率*64.6%+中债总财富指数收益率*35.4%,1
1214,沪深300指数收益率*50%+中债综合财富指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,1
274,中债综合财富(总值)指数收益率*40%+中证全指主要消费指数收益率*30%+中证TMT产业主题指数收益率*30%,1
562,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,1
1217,沪深300指数收益率*50%+中国债券总指数收益率*40%+恒生指数收益率*5%+银行活期存款利率(税后)*5%,1
1218,沪深300指数收益率*50%+中国债券总指数收益率*45%+银行同业存款收益率*5%,1
272,中债综合财富(总值)指数*60%+沪深300指数*40%,1
268,中债综合指数收益率*85%+沪深300指数收益率*8%+恒生指数收益率(经汇率调整)*7%,1
266,中债综合指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整)*5%,1
1204,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,1
556,中证800指数收益率*60%+恒生指数收益率*20%+中债综合财富指数收益率*20%,1
289,中债综合财富(总值)指数收益率*80%+中证800指数收益率*20%,1
305,中债综合财富指数收益率*75%+中证800指数收益率*25%,1
542,中证800指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率调整)*10%,1
546,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,1
308,中债综合财富指数收益率*80%+中证800指数收益率*20%,1
307,中债综合财富指数收益率*80%+中证800指数收益率*15%+恒生中国企业指数收益率(经汇率估值调整)*5%,1
751,中证内地消费主题指数*80%+中证综合债券指数*20%,1
1185,沪深300指数收益率*50%+中债新综合财富(总值)指数*50%,1
1186,沪深300指数收益率*50%+中债新综合财富(总值)指数收益率*50%,1
749,中证内地新能源主题指数收益率*50%+中债综合(全价)指数收益率*50%,1
1199,沪深300指数收益率*50%+中债综合指数收益率(全价)*50%,1
1191,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*40%+中证香港100指数收益率*10%,1
300,中债综合财富指数收益率*60%+沪深300指数收益率*40%,1
299,中债综合财富指数收益率*50%+中证红利全收益指数收益率*40%+恒生中国企业指数收益率*10%,1
747,中证内地低碳经济主题指数收益率*50%+中证全债指数收益率*50%,1
1195,沪深300指数收益率*50%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,1
746,中证兴业证券ESG盈利100指数收益率*80%+中证国债指数收益率*20%,1
744,中证全指指数收益率*50%+中证综合债券指数收益率*50%,1
265,中债综合指数收益率*85%+中证800指数收益率*10%+恒生指数收益率(经汇率调整)*5%,1
1225,沪深300指数收益率*50%+中证港股通综合指数收益率*35%+中债总指数收益率*15%,1
586,中证800指数收益率*70%+中债综合财富指数收益率*20%+中证港股通综合指数收益率*10%(使用估值汇率折算),1
262,中债综合指数收益率*80+沪深300指数收益率*20%,1
235,中债综合指数(总财富)收益率*80%+沪深300指数收益率*20%,1
1250,沪深300指数收益率*55%+中债综合全价指数收益率*45%,1
574,中证800指数收益率*69%+中债综合指数收益率*31%,1
723,中证全债指数收益率*80%+中证全指指数收益率*20%,1
1254,沪深300指数收益率*55%+中债综合财富(总值)指数收益率*35%+恒生综合指数收益率*10%,1
722,中证全债指数收益率*80%+中证800指数收益率*20%,1
1256,沪深300指数收益率*55%+中国债券综合全价指数收益率*45%,1
575,中证800指数收益率*69.2%+中债-综合全价(总值)指数收益率*30.8%,1
682,中证债券型基金指数收益率*70%+中证股票型基金指数收益率*25%+银行活期存款利率(税后)*5%,1
577,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,1
218,中债综合全价指数收益率*54%+沪深300指数收益率*46%,1
1262,沪深300指数收益率*55%+恒生指数收益率(使用汇率估值折算)*25%+中债综合全价指数收益率*20%,1
580,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*10%,1
1264,沪深300指数收益率*55%+恒生指数收益率*25%+中债综合全价指数收益率*20%,1
1265,沪深300指数收益率*55%+标普中国全债指数收益率*45%,1
1266,沪深300指数收益率*56%+中证全债指数收益率*30%+恒生指数收益率*14%,1
716,中证全债指数收益率*73%+沪深300指数收益率*27%,1
1248,沪深300指数收益率*55%+中债新综合总财富指数收益率*40%+活期存款利率*5%,1
726,中证全债指数收益率*80%+沪深300指数收益率*15%+同期银行活期存款利率(税后)*5%,1
237,中债综合指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,1
246,中债综合指数收益率*75%+中证800指数收益率*25%,1
731,中证全债指数收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%,1
1230,沪深300指数收益率*50%+恒生指数收益率(使用估值汇率调整)*30%+中证全债指数收益率*20%,1
254,中债综合指数收益率*80%+中证股票型基金指数收益率*20%,1
253,中债综合指数收益率*80%+中证800指数收益率*20%,1
251,中债综合指数收益率*75%+沪深300指数收益率*20%+银行活期存款利率(税后)*5%,1
250,中债综合指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经人民币汇率折算)*5%,1
567,中证800指数收益率*65%+中国债券综合全价(总值)指数收益率*35%,1
1237,沪深300指数收益率*50.51%+中债综合全价(总值)指数收益率*44.49%+银行活期存款利率(税后)*5%,1
572,中证800指数收益率*65%+中证综合债指数收益率*30%+恒生指数收益率*5%,1
1238,沪深300指数收益率*53%+中证综合债指数收益率*47%,1
1239,沪深300指数收益率*55%+一年期人民币定期存款基准利率(税后)*45%,1
1240,沪深300指数收益率*55%+上证国债指数收益率*30%+恒生指数收益率*15%,1
243,中债综合指数收益率*65%+沪深300指数收益率*30%+一年期定期存款基准利率(税后)*5%,1
241,中债综合指数收益率*60%+中国战略新兴产业成份指数收益率*40%,1
240,中债综合指数收益率*55%+沪深300指数收益率*35%+恒生综合指数收益率*5%+1年期定期存款收益率(税后)*5%,1
239,中债综合指数收益率*51%+中证800指数收益率*49%,1
576,中证800指数收益率*70%+上证国债指数收益率*20%+中证港股通指数收益率*10%,1
681,中证债券型基金指数收益率*65%+中证股票型基金指数收益率*35%,1
139,中债总全价指数收益率*80%+沪深300指数收益率*20%,1
656,中证TMT产业主题指数收益率*80%+中债综合指数收益率*20%,1
1458,沪深300指数收益率*80%+中债新综合财富指数收益率*20%,1
